source,target
Se creía que las ballenas eran peces.,It was believed that whales were fish.
No me importan los deportes.,I don't care about sports.
"Tenéis la misma edad, ¿no?","You guys are the same age, aren't you?"
Él empezó a trabajar para esa compañía el año pasado.,He began to work for that company last year.
Tom no sabía que Mary tuvo que ayudar a John.,Tom didn't know Mary had to help John.
"Vista desde un avión, la isla parece una araña grande.","Seen from an airplane, the island looks like a big spider."
Su padre es policía.,Her father is a policeman.
Tom hizo tres cambios.,Tom made three changes.
Ahora estoy jugando al fútbol.,I'm playing football now.
Este es mi proyecto preferido.,This is my favorite project.
Tom no le teme a nada.,Tom isn't afraid of anything.
No soy tan estúpido como para escalar una montaña en invierno sin antes hacer los preparativos adecuados.,I'm not stupid enough to climb a mountain in the winter without first making adequate preparations.
Él una vez la amó.,He used to love her.
Tom le preguntó a Mary si estaba ocupada.,Tom asked Mary if she was busy.
Mi casa está al otro lado de la calle.,My house is just across the street.
Esto es emocionante.,This is exhilarating.
Hasta que llegues.,See you when you arrive.
Los neumáticos chillaron.,The tires squealed.
Han pasado tres horas y media desde que se marchó.,Three and a half hours have passed since he left.
No hay expectativas de victoria.,We have no expectations of victory.
El tifón cobró muchas vidas.,The typhoon claimed many lives.
Sólo estoy a la mitad de terminarlo.,I'm only halfway finished doing that.
Confían en ti.,They trust you.
Tom despertó con un terrible dolor de cabeza.,Tom woke up with a terrible headache.
Quédate cuanto quieras.,Stay as long as you like.
No sabía que estaba ahí.,I didn't know it was there.
Debe de estar enfadada conmigo.,She must be angry with me.
El otoño empieza en septiembre.,Fall starts in September.
"Por favor, abra la puerta.","Open the door, please."
Su consejo le resultaría muy útil a usted.,His advice would be very useful to you.
Sacamos un sobresaliente en el examen.,We aced the exam.
Este es un buen restaurante. Gracias por traerme aquí.,This is a good restaurant. Thank you for bringing me here.
Pensé que habías dicho que Tom estaba en Boston.,I thought you said Tom was in Boston.
Pasé una estupenda noche.,I had a great night.
El barrio donde él nació está lejos de aquí.,The village in which he was born is far from here.
Deje el café ahí para que se enfríe.,Leave your coffee there so it can cool off.
"Afortunadamente, él encontró un buen asiento.","Luckily, he found a good seat."
Tomás quería que lo sepas.,Tom wanted you to know.
"Muéstrame tu bolso, por favor.",Please show me your bag.
Es demasiado vieja.,It's too old.
No tengo ni idea de lo que estoy haciendo.,I have no idea what I'm doing.
Estoy totalmente perdida.,I'm totally lost.
Tom y Mary están esperando un bebé.,Tom and Mary are expecting a baby.
¿Necesitas que te compre algo en el supermercado?,Do you need me to buy you anything at the supermarket?
Para mí es difícil levantarme antes de las seis.,It is difficult for me to get up before six.
Beber es dañino para tu salud.,Drinking is harmful for your health.
Ella fue de compras con él el lunes pasado.,She went shopping with him last Monday.
¿Acaso estás pensando seriamente en el divorcio?,Are you seriously thinking about divorce?
Tom no tenía agua para beber.,Tom had no water to drink.
Tom tiene tres gatos.,Tom has three cats.
Yo haré cualquier cosa por ti.,I will do anything for you.
Tom le horneó una tarta de calabaza a su esposa.,Tom baked his wife a pumpkin pie.
Estoy de acuerdo con la propuesta.,I agreed to the proposal.
¿Has copiado en una prueba alguna vez?,Have you ever cheated on an exam?
Eso te debería hacer feliz.,That should make you happy.
"Si tú haces nuevos amigos, no olvides a los viejos.","If you make new friends, don't forget the old ones."
¿Cuándo fue la última vez que votaste?,When was the last time you voted?
Simplemente odio cuando eso ocurre.,I just hate when that happens.
Estoy totalmente de acuerdo contigo.,I agree with you completely.
Dale un beso a Tom de mi parte.,Kiss Tom for me.
Tom está comiendo galletitas.,Tom is eating cookies.
Ella es una mujer de fuerte carácter.,She's a woman of strong character.
Tom y María crecieron juntos.,Tom and Mary grew up together.
¿No tienes nada mejor que hacer?,Don't you have anything better to do?
¿Sugiere que soy un cobarde?,Are you suggesting that I'm a coward?
Él insiste en jugar otro juego.,He insists on playing another game.
Es saludable y normal.,It's healthy and normal.
A Tom no le gusta comer pescado.,Tom doesn't like to eat fish.
Eso le resolvería a usted todos los problemas.,That would solve all your problems.
¿Cuándo rompió la ventana?,When did she break the window?
Tom no quiso desempeñar un papel secundario.,Tom didn't want to play second fiddle.
Un auténtico científico no pensaría así.,A true scientist wouldn't think like that.
Asegúrate de quedar callado.,See to it that you keep quiet.
El mundo está lleno de chusmas y mentirosos.,The world is full of gossipers and liars.
¿Dónde estuviste entre la una y las tres horas?,Where were you between one and three o'clock?
Quiero que busques a Tom.,I want you to look for Tom.
Vi a un perro atravesar el río nadando.,I saw a dog swim across the river.
No tuve problemas para encontrar su casa.,I had no difficulty in finding his house.
¿Es seguro comer pescado crudo durante el embarazo?,Is it safe to eat raw fish during pregnancy?
"¿Puedes dejar de cantar, por favor?",Can you please stop singing?
Trata de no ponerte tan tenso.,Try not to be so tense.
Mañana voy a hablar contigo.,I will speak with you tomorrow.
Acepto las condiciones si tú bajas el precio.,I'll agree to the terms if you lower the price.
Debes conquistar tu miedo a la oscuridad.,You must conquer your fear of the dark.
Qué bonita puesta de sol.,What a beautiful sunset.
Extraña mucho a su familia.,He misses his family very much.
No quiero agobiarlo con mis problemas.,I don't want to burden you with my troubles.
Muchas gracias por haberme invitado.,Thank you so much for inviting me.
Fui criado en un orfanato en Boston.,I was raised in an orphanage in Boston.
No se puede cambiar el pasado.,The past can't be changed.
Esto es muy arriesgado.,This is very risky.
Explica cuáles son exactamente las razones.,Explain exactly what the reasons are.
Ese es el único libro que tengo.,This is the only book I have.
Mi vecino se quejó del ruido.,My neighbor complained about the noise.
Tengo recados que hacer.,I have errands to run.
No tengo adónde ir.,I don't have anywhere to go.
Este es diferente.,This one's different.
Debería haberme quedado en casa.,I should've stayed home.
Tom debería de ganar.,Tom should win.
El tiempo ha pasado rapidísimo.,Time passed very quickly.
Los refugiados huyeron por poco de la muerte.,The refugees barely escaped death.
"Todavía tenemos mucho tiempo, pero cojamos un taxi por si acaso.","We still have plenty of time, but let's take a taxi just in case."
"Él es mi vecino, pero no le conozco bien.","He is my neighbor, but I don't know him well."
Un grupo de niños estaban jugando.,A group of children were playing.
¿Puedes venir a casa temprano hoy?,Can you come home early today?
Te quiero fuera de aquí ahora mismo.,I want you out of here right now.
Yo no era entonces más que una niña de siete años.,I was only a seven-year-old girl at that time.
¿A qué hora es la reunión?,What time's the meeting?
"No cuelgues todavía, por favor.","Don't hang up yet, please."
Hay un montón de niños jugando en la calle justo afuera de mi ventana.,There are a bunch of kids playing on the street just outside my window.
Tom le preguntó a Mary dónde estaba el perro.,Tom asked Mary where the dog was.
"Él se trasladó al oeste de Nashville, Tennessee.","He moved west to Nashville, Tennessee."
Ahora escuchá con mucho cuidado.,Now listen really carefully.
Quizá nieve esta noche.,It's likely to snow this evening.
Tom claramente gana más dinero que Mary.,Tom definitely earns more money than Mary does.
¿Ayer jugaste al tenis?,Did you play tennis yesterday?
¿Quieres mi ayuda?,Do you want my help?
Esto es perfecto.,This is perfect.
El paquete no cabe en el buzón.,The package won't fit in the mailbox.
¿Te sabes cuál era el número de Tom?,Do you remember Tom's telephone number?
Espero que tengamos buen tiempo mañana.,I hope we have good weather tomorrow.
Tu bicicleta es mucho más nueva que la mía.,Your bicycle is much newer than mine.
Todos lo saben.,They all know.
El calor marchitó las flores.,The heat withered the flowers.
Tom puede estar lastimado.,Tom may be hurt.
Tom se sintió aliviado al oír eso.,Tom was relieved to hear that.
No había contado con eso.,That's something I hadn't figured on.
No llores por favor.,Please don't cry.
Fue extremadamente extraño.,It was extremely weird.
La música estaba muy alta.,The music was very loud.
Necesito que confíes en mí.,I need you to trust me.
Así es como cocino pescado.,This is how I cook fish.
No me importaría aun si ella no viene.,I don't mind even if she doesn't come.
El cemento fraguará en un par de horas.,The cement will set in a couple of hours.
Él se asemeja a su padre en su manera de hablar.,He resembles his father in his way of talking.
"Estabas exagerando, ¿verdad?","You were exaggerating, weren't you?"
Tom es quien ayudó a Mary con sus deberes.,Tom is the one who helped Mary with her homework.
El problema es que algunas de nuestras cuentas aún no se han pagado.,The problem is that some of our bills haven't yet been paid.
Anoche hice algo estúpido.,I did a stupid thing last night.
Él tiene que reparar el reloj.,He has to fix the clock.
No crucen esta línea.,Don't cross this line.
Pintó la puerta de azul.,He painted the door blue.
¿Quién te dijo mi nombre?,Who told you my name?
¿Ellos vivieron aquí?,Did they live here?
Prefiero la traducción a la enseñanza.,I prefer translation to teaching.
Yo me tuve que esconder.,I had to hide.
El doctor lo curó de su enfermedad.,The doctor cured him of his illness.
Soy como tú.,I'm like you.
Tom se desmayó por el dolor.,Tom passed out from the pain.
John dice que quiere morir en el mismo lugar en que nació.,John says he wants to die in the same place he was born.
Las líneas azules en el mapa designan los ríos.,The blue lines on the map represent rivers.
Pocos científicos entienden la teoría de la relatividad.,Few scientists understand the theory of relativity.
Tom luego estará aquí.,Tom will be here soon.
¿Sabéis hacer una ensalada?,Can you make a salad?
Eso explica todo.,That explains everything.
¿Te vas a quedar ahí parado todo el día?,Are you just going to stand there all day?
Ahí había alguien sentado leyendo un libro.,There was someone sitting on a bench reading a book there.
